timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-01-03T00:00:00.000Z";"2025-01-03T23:59:59.999Z";"2025-01-03T18:19:00.000Z";"2025-01-03T07:41:00.000Z";"2781";0.00003175777259;0.00003673828796;0.0000310381002;0.00003587031203;486325824.19;2732990008.42;"2025-01-03T23:59:59.999Z"
"2025-01-02T00:00:00.000Z";"2025-01-02T23:59:59.999Z";"2025-01-02T12:19:00.000Z";"2025-01-02T00:13:00.000Z";"2781";0.00002967208852;0.00003265616827;0.0000296045115;0.00003175777259;388146789.13;2419107249.17;"2025-01-02T23:59:59.999Z"
"2025-01-01T00:00:00.000Z";"2025-01-01T23:59:59.999Z";"2025-01-01T00:22:00.000Z";"2025-01-01T15:37:00.000Z";"2781";0.00003055617011;0.00003080256208;0.00002897839186;0.00002967208852;256464073.93;2254146659.13;"2025-01-01T23:59:59.999Z"
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T13:30:00.000Z";"2024-12-31T05:22:00.000Z";"2781";0.0000309823301;0.00003206968543;0.00002964089743;0.00003055759535;247746660.26;2320566238.57;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T08:09:00.000Z";"2024-12-30T16:52:00.000Z";"2781";0.00003081950576;0.00003290183441;0.00003023832703;0.0000309823301;317854789.01;2352034110.96;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T00:00:00.000Z";"2024-12-29T22:26:00.000Z";"2781";0.00003270177993;0.00003270215668;0.00003056362523;0.00003081998821;156995953.1;2339097400.95;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T17:29:00.000Z";"2024-12-28T11:01:00.000Z";"2781";0.00003191876545;0.00003329002709;0.00003121911011;0.00003270202291;202994682.71;2481603389.15;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T12:37:00.000Z";"2024-12-27T07:44:00.000Z";"2781";0.00003043304929;0.00003401515023;0.0000300351978;0.00003191876545;366531900.92;2421661648.67;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T02:35:00.000Z";"2024-12-26T23:16:00.000Z";"2781";0.00003285277002;0.00003342915484;0.00003015789713;0.0000304344267;290634848.34;2308458343.58;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T03:31:00.000Z";"2024-12-25T22:20:00.000Z";"2781";0.00003340209058;0.00003444446182;0.00003246009843;0.00003285277002;288745954.95;2491469500.81;"2024-12-25T23:59:59.999Z"
